Report Number,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,,,,
4005,Kolkata,483,VEHICLE - STOLEN,39,F,Other,Violent Crime,8,Yes,,,,
4006,Mumbai,565,ROBBERY,20,M,Poison,Violent Crime,8,No,,,,
4007,Kolkata,351,BURGLARY,52,F,Firearm,Other Crime,12,Yes,,,,
4008,Ludhiana,568,COUNTERFEITING,52,F,Blunt Object,Other Crime,16,Yes,,,,
4009,Mumbai,256,COUNTERFEITING,33,M,Firearm,Other Crime,19,Yes,,,,
4010,Mumbai,215,DOMESTIC VIOLENCE,66,M,Blunt Object,Violent Crime,8,No,,,,
4011,Delhi,315,ROBBERY,76,F,None,Violent Crime,6,Yes,,,,
4012,Bhopal,454,ARSON,31,F,Knife,Fire Accident,15,No,,,,
4013,Patna,295,DOMESTIC VIOLENCE,27,M,Blunt Object,Violent Crime,12,Yes,,,,
4014,Visakhapatnam,212,TRAFFIC VIOLATION,78,M,Firearm,Traffic Fatality,2,Yes,,,,
4015,Mumbai,399,BURGLARY,31,F,Other,Other Crime,12,No,,,,
4016,Bangalore,140,FIREARM OFFENSE,59,M,Explosives,Fire Accident,2,Yes,,,,
4017,Indore,560,CYBERCRIME,31,F,Knife,Other Crime,9,No,,,,
4018,Pune,250,VANDALISM,22,F,Poison,Other Crime,2,Yes,,,,
4019,Chennai,135,KIDNAPPING,65,F,Knife,Other Crime,9,Yes,,,,
4020,Chennai,301,COUNTERFEITING,14,M,Knife,Other Crime,11,No,,,,
4021,Meerut,291,EXTORTION,68,M,Poison,Other Crime,11,No,,,,
4022,Patna,208,TRAFFIC VIOLATION,55,M,Knife,Traffic Fatality,11,No,,,,
4023,Bangalore,292,ILLEGAL POSSESSION,28,M,Blunt Object,Other Crime,19,No,,,,
4024,Nagpur,576,ASSAULT,35,M,Blunt Object,Violent Crime,17,Yes,,,,
4025,Mumbai,249,BURGLARY,68,F,Other,Other Crime,2,Yes,,,,
4026,Mumbai,540,IDENTITY THEFT,51,M,None,Violent Crime,7,Yes,,,,
4027,Chennai,317,EXTORTION,31,F,Firearm,Other Crime,11,Yes,,,,
4028,Surat,285,DOMESTIC VIOLENCE,33,F,Knife,Violent Crime,10,No,,,,
4029,Ahmedabad,183,SHOPLIFTING,73,F,None,Other Crime,1,No,,,,
4030,Ahmedabad,417,ARSON,31,F,Poison,Fire Accident,11,No,,,,
4031,Lucknow,261,ASSAULT,33,M,Poison,Violent Crime,11,No,,,,
4032,Pune,547,FIREARM OFFENSE,38,F,Blunt Object,Fire Accident,17,No,,,,
4033,Kolkata,384,TRAFFIC VIOLATION,44,F,None,Traffic Fatality,8,Yes,,,,
4034,Patna,106,FIREARM OFFENSE,28,F,Other,Fire Accident,12,No,,,,
4035,Jaipur,219,DRUG OFFENSE,40,F,Firearm,Other Crime,9,No,,,,
4036,Kolkata,269,ASSAULT,30,F,Blunt Object,Violent Crime,3,Yes,,,,
4037,Bangalore,388,ASSAULT,16,M,Explosives,Violent Crime,2,Yes,,,,
4038,Meerut,314,ROBBERY,75,M,Poison,Violent Crime,3,No,,,,
4039,Bangalore,171,CYBERCRIME,42,M,Blunt Object,Other Crime,13,No,,,,
4040,Bangalore,447,COUNTERFEITING,21,F,Poison,Other Crime,3,No,,,,
4041,Hyderabad,305,KIDNAPPING,22,F,Knife,Other Crime,16,No,,,,
4042,Bangalore,204,SHOPLIFTING,20,M,Other,Other Crime,10,No,,,,
4043,Nashik,520,EXTORTION,27,M,Blunt Object,Other Crime,8,No,,,,
4044,Mumbai,324,SHOPLIFTING,36,M,Knife,Other Crime,2,Yes,,,,
4045,Pune,180,VANDALISM,78,M,Firearm,Other Crime,15,No,,,,
4046,Delhi,118,TRAFFIC VIOLATION,35,F,Blunt Object,Traffic Fatality,7,Yes,,,,
4047,Chennai,171,EXTORTION,72,M,Other,Other Crime,13,Yes,,,,
4048,Mumbai,154,HOMICIDE,22,F,Other,Other Crime,5,No,,,,
4049,Delhi,363,TRAFFIC VIOLATION,24,F,None,Traffic Fatality,18,Yes,,,,
4050,Mumbai,235,TRAFFIC VIOLATION,73,F,Firearm,Traffic Fatality,19,No,,,,
4051,Surat,262,SEXUAL ASSAULT,76,F,Poison,Violent Crime,18,No,,,,
4052,Pune,261,FRAUD,21,F,None,Other Crime,15,Yes,,,,
4053,Visakhapatnam,295,TRAFFIC VIOLATION,49,M,Explosives,Traffic Fatality,19,No,,,,
4054,Pune,328,CYBERCRIME,61,F,Explosives,Other Crime,5,No,,,,
4055,Visakhapatnam,366,ROBBERY,21,F,Other,Violent Crime,13,Yes,,,,
4056,Chennai,569,PUBLIC INTOXICATION,68,F,Other,Other Crime,13,Yes,,,,
4057,Kolkata,449,COUNTERFEITING,78,F,Blunt Object,Other Crime,18,No,,,,
4058,Bangalore,170,ARSON,21,F,Explosives,Fire Accident,9,Yes,,,,
4059,Nashik,378,ASSAULT,60,M,Firearm,Violent Crime,14,No,,,,
4060,Indore,350,SEXUAL ASSAULT,10,M,None,Violent Crime,6,No,,,,
4061,Pune,509,TRAFFIC VIOLATION,18,F,Blunt Object,Traffic Fatality,9,No,,,,
4062,Srinagar,403,ILLEGAL POSSESSION,16,F,Blunt Object,Other Crime,13,Yes,,,,
4063,Delhi,408,KIDNAPPING,48,M,Poison,Other Crime,14,Yes,,,,
4064,Ahmedabad,490,ILLEGAL POSSESSION,41,F,Blunt Object,Other Crime,1,No,,,,
4065,Lucknow,583,CYBERCRIME,25,M,Knife,Other Crime,16,No,,,,
4066,Bangalore,118,HOMICIDE,56,M,Explosives,Other Crime,5,No,,,,
4067,Delhi,298,SHOPLIFTING,14,M,Blunt Object,Other Crime,18,Yes,,,,
4068,Bangalore,260,ROBBERY,62,M,Poison,Violent Crime,2,No,,,,
4069,Jaipur,114,DRUG OFFENSE,78,F,Blunt Object,Other Crime,3,No,,,,
4070,Mumbai,518,ILLEGAL POSSESSION,77,M,Knife,Other Crime,3,Yes,,,,
4071,Surat,319,DRUG OFFENSE,30,F,Other,Other Crime,17,No,,,,
4072,Kolkata,240,ILLEGAL POSSESSION,56,M,Explosives,Other Crime,11,Yes,,,,
4073,Kolkata,115,VEHICLE - STOLEN,27,F,Knife,Violent Crime,9,No,,,,
4074,Pune,184,ASSAULT,21,F,Knife,Violent Crime,12,Yes,,,,
4075,Kolkata,508,DRUG OFFENSE,17,F,Blunt Object,Other Crime,18,Yes,,,,
4076,Bangalore,204,VANDALISM,62,M,Explosives,Other Crime,15,No,,,,
4077,Surat,374,DOMESTIC VIOLENCE,33,M,Firearm,Violent Crime,16,No,,,,
4078,Varanasi,236,ARSON,79,F,None,Fire Accident,19,Yes,,,,
4079,Bangalore,486,IDENTITY THEFT,36,M,Other,Violent Crime,19,No,,,,
4080,Bangalore,526,ROBBERY,24,M,Other,Violent Crime,2,Yes,,,,
4081,Vasai,511,COUNTERFEITING,13,F,Explosives,Other Crime,8,No,,,,
4082,Thane,599,EXTORTION,17,F,Firearm,Other Crime,4,No,,,,
4083,Rajkot,295,HOMICIDE,43,M,Explosives,Other Crime,12,Yes,,,,
4084,Bangalore,408,ROBBERY,17,F,None,Violent Crime,9,No,,,,
4085,Pune,184,EXTORTION,63,F,Explosives,Other Crime,9,No,,,,
4086,Bangalore,475,HOMICIDE,51,F,Poison,Other Crime,1,Yes,,,,
4087,Agra,228,ROBBERY,27,M,Poison,Violent Crime,4,No,,,,
4088,Kolkata,299,SHOPLIFTING,67,F,Poison,Other Crime,6,No,,,,
4089,Patna,422,ILLEGAL POSSESSION,13,F,Firearm,Other Crime,5,No,,,,
4090,Ludhiana,171,FIREARM OFFENSE,76,F,Knife,Fire Accident,12,No,,,,
4091,Delhi,372,SEXUAL ASSAULT,76,F,Poison,Violent Crime,7,Yes,,,,
4092,Chennai,348,BURGLARY,14,M,Other,Other Crime,18,Yes,,,,
4093,Surat,576,DOMESTIC VIOLENCE,60,F,Knife,Violent Crime,16,Yes,,,,
4094,Indore,174,EXTORTION,13,F,Explosives,Other Crime,7,Yes,,,,
4095,Mumbai,403,DOMESTIC VIOLENCE,78,M,Poison,Violent Crime,18,No,,,,
4096,Delhi,450,EXTORTION,33,M,Other,Other Crime,11,Yes,,,,
4097,Kolkata,293,DRUG OFFENSE,55,M,Firearm,Other Crime,1,No,,,,
4098,Kolkata,398,EXTORTION,58,F,None,Other Crime,3,No,,,,
4099,Pune,313,KIDNAPPING,51,F,Other,Other Crime,5,Yes,,,,
4100,Mumbai,517,DRUG OFFENSE,19,F,Poison,Other Crime,16,No,,,,
4101,Hyderabad,465,COUNTERFEITING,31,F,Explosives,Other Crime,7,No,,,,
4102,Kolkata,460,ROBBERY,20,F,Knife,Violent Crime,1,Yes,,,,
4103,Visakhapatnam,214,BURGLARY,54,F,None,Other Crime,15,No,,,,
4104,Pune,435,ROBBERY,26,M,None,Violent Crime,7,Yes,,,,
4105,Jaipur,309,IDENTITY THEFT,76,M,Firearm,Violent Crime,10,Yes,,,,
4106,Bangalore,335,DOMESTIC VIOLENCE,40,F,Firearm,Violent Crime,17,No,,,,
4107,Delhi,267,SHOPLIFTING,30,M,Blunt Object,Other Crime,1,No,,,,
4108,Hyderabad,316,FRAUD,32,M,Blunt Object,Other Crime,4,Yes,,,,
4109,Mumbai,304,IDENTITY THEFT,59,M,Blunt Object,Violent Crime,18,No,,,,
4110,Indore,334,CYBERCRIME,57,F,Knife,Other Crime,14,No,,,,
4111,Hyderabad,227,ARSON,48,M,Other,Fire Accident,13,Yes,,,,
4112,Delhi,300,EXTORTION,31,M,Poison,Other Crime,9,No,,,,
4113,Mumbai,454,ILLEGAL POSSESSION,59,F,Knife,Other Crime,6,No,,,,
4114,Delhi,469,ARSON,60,F,Explosives,Fire Accident,15,No,,,,
4115,Kanpur,542,ASSAULT,57,M,Blunt Object,Violent Crime,1,No,,,,
4116,Delhi,170,COUNTERFEITING,21,M,None,Other Crime,15,Yes,,,,
4117,Hyderabad,154,BURGLARY,57,M,Blunt Object,Other Crime,11,Yes,,,,
4118,Delhi,228,CYBERCRIME,38,F,Knife,Other Crime,18,Yes,,,,
4119,Surat,321,IDENTITY THEFT,44,F,Explosives,Violent Crime,18,No,,,,
4120,Ahmedabad,402,SHOPLIFTING,79,M,Poison,Other Crime,17,Yes,,,,
4121,Mumbai,429,BURGLARY,61,F,Firearm,Other Crime,2,Yes,,,,
4122,Kolkata,162,COUNTERFEITING,74,F,None,Other Crime,10,No,,,,
4123,Mumbai,290,VANDALISM,34,F,Poison,Other Crime,19,No,,,,
4124,Mumbai,485,COUNTERFEITING,78,F,Poison,Other Crime,17,Yes,,,,
4125,Ahmedabad,559,ILLEGAL POSSESSION,38,F,Firearm,Other Crime,19,Yes,,,,
4126,Indore,322,FRAUD,56,F,Poison,Other Crime,1,Yes,,,,
4127,Jaipur,264,SHOPLIFTING,13,M,None,Other Crime,19,No,,,,
4128,Kolkata,283,VEHICLE - STOLEN,56,F,Poison,Violent Crime,12,No,,,,
4129,Surat,574,FRAUD,57,F,Knife,Other Crime,13,No,,,,
4130,Thane,159,CYBERCRIME,39,M,Other,Other Crime,4,No,,,,
4131,Delhi,503,HOMICIDE,38,M,Firearm,Other Crime,19,Yes,,,,
4132,Bangalore,405,VANDALISM,23,M,Blunt Object,Other Crime,19,No,,,,
4133,Jaipur,466,ILLEGAL POSSESSION,39,M,Poison,Other Crime,13,Yes,,,,
4134,Kolkata,330,KIDNAPPING,25,F,Other,Other Crime,16,Yes,,,,
4135,Delhi,154,DOMESTIC VIOLENCE,64,F,Other,Violent Crime,6,No,,,,
4136,Mumbai,290,VEHICLE - STOLEN,54,M,Explosives,Violent Crime,6,Yes,,,,
4137,Ahmedabad,139,COUNTERFEITING,41,F,Blunt Object,Other Crime,11,No,,,,
4138,Varanasi,479,BURGLARY,24,F,Firearm,Other Crime,2,No,,,,
4139,Ludhiana,309,ASSAULT,40,F,Blunt Object,Violent Crime,2,No,,,,
4140,Hyderabad,103,SEXUAL ASSAULT,53,F,None,Violent Crime,6,Yes,,,,
4141,Nagpur,582,SEXUAL ASSAULT,28,F,Blunt Object,Violent Crime,17,Yes,,,,
4142,Delhi,340,CYBERCRIME,35,F,Other,Other Crime,11,Yes,,,,
4143,Ahmedabad,342,SEXUAL ASSAULT,72,M,Other,Violent Crime,5,Yes,,,,
4144,Hyderabad,410,PUBLIC INTOXICATION,10,F,Knife,Other Crime,8,Yes,,,,
4145,Hyderabad,498,BURGLARY,49,F,Blunt Object,Other Crime,19,No,,,,
4146,Pune,400,ASSAULT,30,F,Blunt Object,Violent Crime,11,No,,,,
4147,Bangalore,247,EXTORTION,10,M,None,Other Crime,7,No,,,,
4148,Visakhapatnam,216,IDENTITY THEFT,18,F,Firearm,Violent Crime,17,Yes,,,,
4149,Mumbai,200,HOMICIDE,56,F,Firearm,Other Crime,17,No,,,,
4150,Kolkata,553,IDENTITY THEFT,48,F,Knife,Violent Crime,19,Yes,,,,
4151,Bangalore,484,COUNTERFEITING,41,F,Knife,Other Crime,19,No,,,,
4152,Hyderabad,559,BURGLARY,39,F,Knife,Other Crime,16,No,,,,
4153,Jaipur,419,IDENTITY THEFT,49,M,Firearm,Violent Crime,7,No,,,,
4154,Ghaziabad,497,TRAFFIC VIOLATION,30,F,Explosives,Traffic Fatality,6,No,,,,
4155,Surat,440,FIREARM OFFENSE,48,F,Blunt Object,Fire Accident,19,Yes,,,,
4156,Hyderabad,482,FRAUD,31,F,None,Other Crime,13,Yes,,,,
4157,Bangalore,227,ARSON,62,F,Knife,Fire Accident,6,Yes,,,,
4158,Jaipur,365,ILLEGAL POSSESSION,57,F,Knife,Other Crime,10,No,,,,
4159,Delhi,381,VEHICLE - STOLEN,57,F,None,Violent Crime,4,Yes,,,,
4160,Pune,313,CYBERCRIME,47,F,Firearm,Other Crime,12,Yes,,,,
4161,Jaipur,154,ARSON,70,M,Blunt Object,Fire Accident,13,Yes,,,,
4162,Ahmedabad,481,KIDNAPPING,67,F,Knife,Other Crime,14,Yes,,,,
4163,Lucknow,227,VEHICLE - STOLEN,72,F,Blunt Object,Violent Crime,9,Yes,,,,
4164,Ahmedabad,162,PUBLIC INTOXICATION,28,F,Knife,Other Crime,2,No,,,,
4165,Delhi,216,ROBBERY,18,F,None,Violent Crime,12,Yes,,,,
4166,Delhi,471,ILLEGAL POSSESSION,75,F,Poison,Other Crime,8,No,,,,
4167,Ahmedabad,560,HOMICIDE,23,F,Poison,Other Crime,14,No,,,,
4168,Hyderabad,466,ILLEGAL POSSESSION,64,F,Blunt Object,Other Crime,1,No,,,,
4169,Lucknow,172,EXTORTION,53,M,Explosives,Other Crime,13,Yes,,,,
4170,Delhi,358,BURGLARY,45,F,None,Other Crime,11,No,,,,
4171,Mumbai,595,PUBLIC INTOXICATION,35,F,Firearm,Other Crime,4,No,,,,
4172,Pune,521,ILLEGAL POSSESSION,38,F,Blunt Object,Other Crime,10,Yes,,,,
4173,Meerut,361,ARSON,65,F,None,Fire Accident,17,Yes,,,,
4174,Chennai,472,DOMESTIC VIOLENCE,75,M,Firearm,Violent Crime,15,Yes,,,,
4175,Delhi,383,ASSAULT,35,M,Firearm,Violent Crime,7,No,,,,
4176,Lucknow,374,ASSAULT,49,F,Explosives,Violent Crime,7,Yes,,,,
4177,Thane,431,COUNTERFEITING,34,M,Knife,Other Crime,13,Yes,,,,
4178,Agra,475,DRUG OFFENSE,40,F,Poison,Other Crime,4,No,,,,
4179,Delhi,310,ILLEGAL POSSESSION,79,M,Firearm,Other Crime,6,Yes,,,,
4180,Bangalore,414,DRUG OFFENSE,50,F,Firearm,Other Crime,6,No,,,,
4181,Mumbai,188,SHOPLIFTING,62,F,Poison,Other Crime,13,No,,,,
4182,Faridabad,189,HOMICIDE,77,M,None,Other Crime,8,No,,,,
4183,Indore,448,IDENTITY THEFT,70,M,Knife,Violent Crime,5,Yes,,,,
4184,Delhi,113,ILLEGAL POSSESSION,56,F,Firearm,Other Crime,9,Yes,,,,
4185,Ghaziabad,288,ARSON,25,F,Explosives,Fire Accident,5,Yes,,,,
4186,Jaipur,404,SEXUAL ASSAULT,68,M,Other,Violent Crime,2,Yes,,,,
4187,Indore,423,ROBBERY,33,M,Other,Violent Crime,12,No,,,,
4188,Hyderabad,392,VEHICLE - STOLEN,25,M,Firearm,Violent Crime,4,Yes,,,,
4189,Delhi,247,SHOPLIFTING,17,F,Blunt Object,Other Crime,13,No,,,,
4190,Bangalore,355,CYBERCRIME,73,F,Blunt Object,Other Crime,18,No,,,,
4191,Indore,540,IDENTITY THEFT,74,F,Poison,Violent Crime,6,Yes,,,,
4192,Mumbai,398,EXTORTION,16,F,Knife,Other Crime,8,No,,,,
4193,Kolkata,469,ARSON,52,M,Knife,Fire Accident,4,Yes,,,,
4194,Mumbai,227,DRUG OFFENSE,35,M,None,Other Crime,8,Yes,,,,
4195,Hyderabad,523,ILLEGAL POSSESSION,69,F,Blunt Object,Other Crime,17,Yes,,,,
4196,Mumbai,326,ASSAULT,42,F,Poison,Violent Crime,7,Yes,,,,
4197,Lucknow,141,ROBBERY,25,F,Explosives,Violent Crime,10,No,,,,
4198,Ahmedabad,114,FRAUD,53,F,Explosives,Other Crime,17,No,,,,
4199,Bangalore,241,DOMESTIC VIOLENCE,77,M,Knife,Violent Crime,18,Yes,,,,
4200,Chennai,403,BURGLARY,57,M,Knife,Other Crime,5,Yes,,,,
4201,Mumbai,311,VEHICLE - STOLEN,66,F,Poison,Violent Crime,8,Yes,,,,
4202,Mumbai,593,VANDALISM,56,F,Explosives,Other Crime,13,No,,,,
4203,Ahmedabad,405,VANDALISM,31,F,Knife,Other Crime,17,Yes,,,,
4204,Pune,491,ASSAULT,54,F,Firearm,Violent Crime,12,No,,,,
4205,Hyderabad,417,ASSAULT,73,F,None,Violent Crime,2,Yes,,,,
4206,Mumbai,458,DRUG OFFENSE,39,F,Firearm,Other Crime,19,No,,,,
4207,Delhi,550,COUNTERFEITING,23,F,None,Other Crime,17,No,,,,
4208,Indore,314,SHOPLIFTING,26,F,Knife,Other Crime,17,No,,,,
4209,Bangalore,590,ASSAULT,27,F,Other,Violent Crime,18,No,,,,
4210,Delhi,330,HOMICIDE,75,F,Poison,Other Crime,17,No,,,,
4211,Mumbai,126,CYBERCRIME,17,M,Poison,Other Crime,19,Yes,,,,
4212,Kalyan,582,DRUG OFFENSE,79,F,Knife,Other Crime,17,Yes,,,,
4213,Bangalore,237,PUBLIC INTOXICATION,21,F,Knife,Other Crime,1,Yes,,,,
4214,Bhopal,163,IDENTITY THEFT,37,F,Explosives,Violent Crime,2,Yes,,,,
4215,Bangalore,327,KIDNAPPING,29,F,Knife,Other Crime,9,No,,,,
4216,Bangalore,173,TRAFFIC VIOLATION,14,F,Knife,Traffic Fatality,19,Yes,,,,
4217,Mumbai,363,EXTORTION,55,F,Firearm,Other Crime,5,No,,,,
4218,Indore,185,COUNTERFEITING,76,M,Firearm,Other Crime,13,Yes,,,,
4219,Jaipur,566,DRUG OFFENSE,18,F,Poison,Other Crime,6,Yes,,,,
4220,Delhi,181,IDENTITY THEFT,40,F,Knife,Violent Crime,13,No,,,,
4221,Ludhiana,305,ARSON,13,M,Other,Fire Accident,7,Yes,,,,
4222,Pune,568,PUBLIC INTOXICATION,33,F,Firearm,Other Crime,15,No,,,,
4223,Lucknow,170,DRUG OFFENSE,42,M,Blunt Object,Other Crime,14,Yes,,,,
4224,Ludhiana,246,BURGLARY,66,F,Knife,Other Crime,10,Yes,,,,
4225,Mumbai,317,ASSAULT,22,F,Poison,Violent Crime,10,No,,,,
4226,Faridabad,236,DRUG OFFENSE,22,F,Explosives,Other Crime,12,Yes,,,,
4227,Ludhiana,334,TRAFFIC VIOLATION,76,M,Poison,Traffic Fatality,9,Yes,,,,
4228,Ahmedabad,298,ILLEGAL POSSESSION,40,F,Firearm,Other Crime,9,No,,,,
4229,Bangalore,496,HOMICIDE,40,F,Explosives,Other Crime,3,Yes,,,,
4230,Delhi,131,ILLEGAL POSSESSION,63,M,Other,Other Crime,17,No,,,,
4231,Pune,421,COUNTERFEITING,61,M,Poison,Other Crime,10,No,,,,
4232,Vasai,273,FIREARM OFFENSE,71,M,Knife,Fire Accident,19,No,,,,
4233,Lucknow,259,ILLEGAL POSSESSION,63,M,Explosives,Other Crime,7,No,,,,
4234,Patna,226,ILLEGAL POSSESSION,56,F,Blunt Object,Other Crime,14,Yes,,,,
4235,Pune,367,FRAUD,30,F,None,Other Crime,6,No,,,,
4236,Chennai,586,KIDNAPPING,56,F,Other,Other Crime,1,Yes,,,,
4237,Srinagar,332,TRAFFIC VIOLATION,33,M,Poison,Traffic Fatality,17,No,,,,
4238,Ahmedabad,517,EXTORTION,26,F,Knife,Other Crime,2,Yes,,,,
4239,Hyderabad,326,VANDALISM,62,M,Poison,Other Crime,7,Yes,,,,
4240,Delhi,117,KIDNAPPING,75,F,Explosives,Other Crime,5,Yes,,,,
4241,Chennai,106,VANDALISM,10,F,Poison,Other Crime,19,Yes,,,,
4242,Varanasi,192,ROBBERY,64,F,Other,Violent Crime,9,Yes,,,,
4243,Nagpur,147,FRAUD,60,F,Knife,Other Crime,19,Yes,,,,
4244,Bangalore,320,SHOPLIFTING,41,M,Firearm,Other Crime,11,No,,,,
4245,Vasai,218,SHOPLIFTING,38,F,Knife,Other Crime,2,No,,,,
4246,Bangalore,467,EXTORTION,12,F,None,Other Crime,2,Yes,,,,
4247,Thane,366,VANDALISM,25,F,Explosives,Other Crime,3,Yes,,,,
4248,Kanpur,430,FIREARM OFFENSE,10,F,Other,Fire Accident,8,Yes,,,,
4249,Pune,493,VANDALISM,76,F,Other,Other Crime,10,No,,,,
4250,Jaipur,245,EXTORTION,39,F,Knife,Other Crime,11,No,,,,
4251,Pune,591,SHOPLIFTING,68,F,Poison,Other Crime,12,Yes,,,,
4252,Kanpur,354,DRUG OFFENSE,60,F,Explosives,Other Crime,7,Yes,,,,
4253,Surat,540,DRUG OFFENSE,51,F,Explosives,Other Crime,8,No,,,,
4254,Delhi,196,DOMESTIC VIOLENCE,65,M,Explosives,Violent Crime,9,No,,,,
4255,Bangalore,472,EXTORTION,77,M,None,Other Crime,14,Yes,,,,
4256,Kanpur,205,ARSON,14,F,Explosives,Fire Accident,18,Yes,,,,
4257,Mumbai,158,SEXUAL ASSAULT,73,F,Explosives,Violent Crime,6,No,,,,
4258,Visakhapatnam,497,ROBBERY,38,M,Firearm,Violent Crime,4,Yes,,,,
4259,Delhi,368,CYBERCRIME,45,F,None,Other Crime,18,Yes,,,,
4260,Kanpur,425,TRAFFIC VIOLATION,61,F,Poison,Traffic Fatality,13,No,,,,
4261,Bhopal,470,BURGLARY,71,M,None,Other Crime,10,No,,,,
4262,Mumbai,128,DOMESTIC VIOLENCE,28,M,Other,Violent Crime,9,Yes,,,,
4263,Delhi,424,KIDNAPPING,24,F,Other,Other Crime,19,No,,,,
4264,Jaipur,597,VEHICLE - STOLEN,12,F,Other,Violent Crime,9,Yes,,,,
4265,Kanpur,217,TRAFFIC VIOLATION,26,F,None,Traffic Fatality,14,Yes,,,,
4266,Kolkata,183,ROBBERY,31,F,Blunt Object,Violent Crime,4,No,,,,
4267,Kanpur,368,DOMESTIC VIOLENCE,11,F,Poison,Violent Crime,3,No,,,,
4268,Hyderabad,321,HOMICIDE,56,F,Poison,Other Crime,8,Yes,,,,
4269,Jaipur,528,SHOPLIFTING,21,F,Explosives,Other Crime,19,Yes,,,,
4270,Srinagar,587,TRAFFIC VIOLATION,15,F,Firearm,Traffic Fatality,4,No,,,,
4271,Ludhiana,481,HOMICIDE,66,F,Other,Other Crime,18,No,,,,
4272,Chennai,374,TRAFFIC VIOLATION,37,F,Knife,Traffic Fatality,2,Yes,,,,
4273,Patna,289,VEHICLE - STOLEN,78,M,Other,Violent Crime,1,No,,,,
4274,Delhi,113,ARSON,35,F,Other,Fire Accident,2,Yes,,,,
4275,Bangalore,485,VANDALISM,33,F,Poison,Other Crime,11,Yes,,,,
4276,Kanpur,448,EXTORTION,25,F,Firearm,Other Crime,7,Yes,,,,
4277,Lucknow,253,IDENTITY THEFT,30,F,Knife,Violent Crime,5,Yes,,,,
4278,Hyderabad,180,SHOPLIFTING,31,F,Poison,Other Crime,16,Yes,,,,
4279,Kolkata,557,DOMESTIC VIOLENCE,57,F,Knife,Violent Crime,3,Yes,,,,
4280,Delhi,426,ILLEGAL POSSESSION,22,F,Knife,Other Crime,15,Yes,,,,
4281,Ahmedabad,108,ROBBERY,12,M,Poison,Violent Crime,14,No,,,,
4282,Kanpur,218,CYBERCRIME,26,F,Blunt Object,Other Crime,10,Yes,,,,
4283,Indore,276,ASSAULT,55,F,Other,Violent Crime,4,Yes,,,,
4284,Mumbai,132,ILLEGAL POSSESSION,77,F,Firearm,Other Crime,17,No,,,,
4285,Delhi,336,SHOPLIFTING,14,F,Blunt Object,Other Crime,7,No,,,,
4286,Hyderabad,552,KIDNAPPING,21,F,None,Other Crime,14,Yes,,,,
4287,Mumbai,356,TRAFFIC VIOLATION,18,M,Firearm,Traffic Fatality,16,Yes,,,,
4288,Mumbai,576,VANDALISM,63,F,Firearm,Other Crime,1,Yes,,,,
4289,Bangalore,286,SHOPLIFTING,57,F,Firearm,Other Crime,16,No,,,,
4290,Kalyan,529,VANDALISM,74,M,Blunt Object,Other Crime,4,No,,,,
4291,Delhi,372,ASSAULT,66,F,None,Violent Crime,4,Yes,,,,
4292,Pune,269,HOMICIDE,41,F,Other,Other Crime,10,No,,,,
4293,Delhi,189,DRUG OFFENSE,52,F,Blunt Object,Other Crime,10,Yes,,,,
4294,Faridabad,540,ASSAULT,72,M,Blunt Object,Violent Crime,13,No,,,,
4295,Ghaziabad,443,ILLEGAL POSSESSION,54,F,Other,Other Crime,16,No,,,,
4296,Surat,568,ILLEGAL POSSESSION,58,F,Blunt Object,Other Crime,4,No,,,,
4297,Pune,255,CYBERCRIME,69,F,Blunt Object,Other Crime,14,No,,,,
4298,Agra,263,ROBBERY,24,F,Other,Violent Crime,9,No,,,,
4299,Rajkot,536,VEHICLE - STOLEN,58,F,Other,Violent Crime,3,No,,,,
4300,Lucknow,338,SEXUAL ASSAULT,51,M,Firearm,Violent Crime,14,Yes,,,,
4301,Hyderabad,547,COUNTERFEITING,69,F,Other,Other Crime,9,Yes,,,,
4302,Mumbai,562,DOMESTIC VIOLENCE,61,F,Firearm,Violent Crime,8,Yes,,,,
4303,Jaipur,292,DOMESTIC VIOLENCE,77,F,Knife,Violent Crime,4,No,,,,
4304,Kanpur,257,CYBERCRIME,52,F,Blunt Object,Other Crime,15,No,,,,
4305,Visakhapatnam,589,DOMESTIC VIOLENCE,66,M,Knife,Violent Crime,18,No,,,,
4306,Pune,201,BURGLARY,63,F,None,Other Crime,16,No,,,,
4307,Vasai,285,DOMESTIC VIOLENCE,40,F,Blunt Object,Violent Crime,12,No,,,,
4308,Mumbai,230,DRUG OFFENSE,47,F,Blunt Object,Other Crime,7,No,,,,
4309,Mumbai,390,KIDNAPPING,19,F,None,Other Crime,4,No,,,,
4310,Bangalore,485,KIDNAPPING,56,F,Poison,Other Crime,18,No,,,,
4311,Delhi,292,DOMESTIC VIOLENCE,31,F,Firearm,Violent Crime,16,No,,,,
4312,Kolkata,530,KIDNAPPING,58,F,Poison,Other Crime,12,Yes,,,,
4313,Delhi,464,BURGLARY,10,F,Blunt Object,Other Crime,3,Yes,,,,
4314,Lucknow,596,SEXUAL ASSAULT,78,F,Explosives,Violent Crime,19,Yes,,,,
4315,Ahmedabad,182,EXTORTION,62,F,None,Other Crime,11,No,,,,
4316,Meerut,581,DRUG OFFENSE,54,F,Knife,Other Crime,3,Yes,,,,
4317,Kanpur,133,VEHICLE - STOLEN,69,F,None,Violent Crime,6,Yes,,,,
